preview_thumb,token_id,edition_size,Tier,Series,background_hex,name_final,Character,Character_Variant,Style,Colorway,Frame,slug,title_en,description_en,alt_text_en,myth_scene,meaning_line,caption_300,symbols,display_order,qc_status,qc_notes,ready_for_export,listing_status,Rarity,symbols,cid_Poster_Image,image_cid,Pantheon,Masters,Previews,cid_Poster_Image,external_url,image_filename,animation_filename,animation_cid,taxonomy_tags,token_range,collection_path,marketplace,standard,price_native,currency,operator_filter,chain,royalty_bps,fee_recipient,contract_address,contract_factory,Renders,Thumbnails,cid_Previews,cid_Renders,cid_Thumbnails,image_path,json_path,json_cid,unlockable_path,cid_master,cid_video,cid_vr,cid_coa,cid_print_token,license_url,license_attr_value,schema_version,operator_policy_note,unlockable_notes,unlockable_flag,unlockable_type,unlockable_cid,unlockable_cid,unlockable_bytes,unlockable_zip_filename,unlockable_zip_url,unlockable_zip_bytes,unlockable_zip_sha256,export_batch_id,last_qc_at,last_modified,opensea_permalink,json_preview_url,status_json,category_id,subcategory_id,alt_text_en_auto,hook_line,attributes_json,json_will_emit,missing_fields,warnings,checksum_ok,image_width,image_height,image_checksum,animation_width,animation_height,animation_duration_s,image_mime,image_bytes,animation_mime,animation_bytes
,1002,1,Mythic Icon,Aztec Mythology,FFFFFF,Huitzilopochtli,Huitzilopochtli,8,,Gold,Square with round hole,huitzilopochtli,Huitzilopochtli,5,Round canvas portrait of Huitzilopochtli,,,,,,,,,,,,,,Greek,,,,,2,3,,,,04_COLLECTIONS/Aztec/Huitzilopochtli,OpenSea,721,00_ADMIN/LICENSE_TEMPLATE.txt,,on,,,,,Zora,,,,,,,,,,,,,,,Add,,v1.1,Respect creator royalties; allow major marketplaces.,,,,,,,,,,,,,,,,Photo-painterly Photographic,,,,,"[{""trait_type"":""Series"",""value"":""Hindu""},{""trait_type"":""Character"",""value"":""Vishnu""}]",,,,,,,,,,,,,,
,,,,Aztec Mythology,FFFFFF,Mictlantecuhtli,Mictlantecuhtli,,,Green,,mictlantecuhtli,Mictlantecuhtli,,Round canvas portrait of Mictlantecuhtli,,,,,,,,,,,,,,Greek,,,,,,,,,,04_COLLECTIONS/Aztec/Mictlantecuhtli,OpenSea,721,00_ADMIN/LICENSE_TEMPLATE.txt,,on,,,,,OpenSea,,,,,,,,,,,,,,,Add,,v1.1,Respect creator royalties; allow major marketplaces.,,,,,,,,,,,,,,,,,,,,,"[{""trait_type"":""Series"",""value"":""Hindu""},{""trait_type"":""Character"",""value"":""Brahma""}]",,,,,,,,,,,,,,
,,,,Aztec Mythology,FFFFFF,Quetzalcóatl,Quetzalcóatl,,,,,quetzalco-atl,Quetzalcóatl,,Round canvas portrait of Quetzalcóatl,,,,,,,,,,,,,,Greek,,,,,,,,,,04_COLLECTIONS/Aztec/Quetzalcóatl,OpenSea,721,00_ADMIN/LICENSE_TEMPLATE.txt,,on,,,,,OpenSea,,,,,,,,,,,,,,,Add,,v1.1,Respect creator royalties; allow major marketplaces.,,,,,,,,,,,,,,,,,,,,,"[{""trait_type"":""Series"",""value"":""Hindu""},{""trait_type"":""Character"",""value"":""Shiva""}]",,,,,,,,,,,,,,
,,,,Aztec Mythology,FFFFFF,Tezcatlipoca,Tezcatlipoca,,,,,tezcatlipoca,Tezcatlipoca,,Round canvas portrait of Tezcatlipoca,,,,,,,,,,,,,,Greek,,,,,,,,,,04_COLLECTIONS/Aztec/Tezcatlipoca,OpenSea,721,00_ADMIN/LICENSE_TEMPLATE.txt,,on,,,,,OpenSea,,,,,,,,,,,,,,,Add,,v1.1,Respect creator royalties; allow major marketplaces.,,,,,,,,,,,,,,,,,,,,,"[{""trait_type"":""Series"",""value"":""Hindu""},{""trait_type"":""Character"",""value"":""Parvati""}]",,,,,,,,,,,,,,
,,,,Aztec Mythology,FFFFFF,Tláloc (Blue),Tláloc (Blue),,,,,tla-loc-blue,Tláloc (Blue),,Round canvas portrait of Tláloc (Blue),,,,,,,,,,,,,,Greek,,,,,,,,,,04_COLLECTIONS/Aztec/Tláloc (Blue),OpenSea,721,00_ADMIN/LICENSE_TEMPLATE.txt,,on,,,,,OpenSea,,,,,,,,,,,,,,,Add,,v1.1,Respect creator royalties; allow major marketplaces.,,,,,,,,,,,,,,,,,,,,,"[{""trait_type"":""Series"",""value"":""Hindu""},{""trait_type"":""Character"",""value"":""Saraswati.""}]",,,,,,,,,,,,,,
,,,,Aztec Mythology,FFFFFF,tonatiuh,tonatiuh,,,,,tonatiuh,tonatiuh,,Round canvas portrait of tonatiuh,,,,,,,,,,,,,,Greek,,,,,,,,,,04_COLLECTIONS/Aztec/tonatiuh,OpenSea,721,00_ADMIN/LICENSE_TEMPLATE.txt,,on,,,,,OpenSea,,,,,,,,,,,,,,,Add,,v1.1,Respect creator royalties; allow major marketplaces.,,,,,,,,,,,,,,,,,,,,,"[{""trait_type"":""Series"",""value"":""Hindu""},{""trait_type"":""Character"",""value"":""Ganesha""}]",,,,,,,,,,,,,,
,,,,Aztec Mythology,FFFFFF,Xōchiquetzal,Xōchiquetzal,,,,,xo-chiquetzal,Xōchiquetzal,,Round canvas portrait of Xōchiquetzal,,,,,,,,,,,,,,Greek,,,,,,,,,,04_COLLECTIONS/Aztec/Xōchiquetzal,OpenSea,721,00_ADMIN/LICENSE_TEMPLATE.txt,,on,,,,,OpenSea,,,,,,,,,,,,,,,Add,,v1.1,Respect creator royalties; allow major marketplaces.,,,,,,,,,,,,,,,,,,,,,"[{""trait_type"":""Series"",""value"":""Hindu""},{""trait_type"":""Character"",""value"":""Krishna""}]",,,,,,,,,,,,,,
,,,,Aztec Mythology,FFFFFF,Xolotl,Xolotl,,,,,xolotl,Xolotl,,Round canvas portrait of Xolotl,,,,,,,,,,,,,,Greek,,,,,,,,,,04_COLLECTIONS/Aztec/Xolotl,OpenSea,721,00_ADMIN/LICENSE_TEMPLATE.txt,,on,,,,,OpenSea,,,,,,,,,,,,,,,Add,,v1.1,Respect creator royalties; allow major marketplaces.,,,,,,,,,,,,,,,,,,,,,"[{""trait_type"":""Series"",""value"":""Hindu""},{""trait_type"":""Character"",""value"":""Rama""}]",,,,,,,,,,,,,,
,,,,Aztec Mythology,FFFFFF,Coatlicue,Coatlicue,,,,,coatlicue,Coatlicue,,Round canvas portrait of Coatlicue,,,,,,,,,,,,,,Greek,,,,,,,,,,04_COLLECTIONS/Aztec/Coatlicue,OpenSea,721,00_ADMIN/LICENSE_TEMPLATE.txt,,on,,,,,OpenSea,,,,,,,,,,,,,,,Add,,v1.1,Respect creator royalties; allow major marketplaces.,,,,,,,,,,,,,,,,,,,,,"[{""trait_type"":""Series"",""value"":""Hindu""},{""trait_type"":""Character"",""value"":""Hanuman""}]",,,,,,,,,,,,,,
